university_name,country,state,branch,intake,historical_acceptance_rate,tution_fee_in_usd
Central Ohio,US,Ohio,Electrical Engineering,Fall,0.898876404494382,41447.7191011236
Central Ohio,US,Ohio,Electrical Engineering,Spring,0.9156626506024096,41390.57831325301
Central Ohio,US,Ohio,Electrical Engineering,Summer,0.8908045977011494,41715.13218390805
Central Ohio,US,Ohio,Electronics and Communication,Fall,0.8246753246753247,41511.7987012987
Central Ohio,US,Ohio,Electronics and Communication,Spring,0.8767123287671232,41415.13698630137
Central Ohio,US,Ohio,Electronics and Communication,Summer,0.869281045751634,41513.836601307186
Central Ohio,US,Ohio,Information Technology,Fall,0.8636363636363636,41155.55844155844
Central Ohio,US,Ohio,Information Technology,Spring,0.861271676300578,41560.63583815029
Central Ohio,US,Ohio,Information Technology,Summer,0.86875,41600.3875
Central Ohio,US,Ohio,Mechanical Engineering,Fall,0.9005847953216374,41687.33918128655
Central Ohio,US,Ohio,Mechanical Engineering,Spring,0.89171974522293,41378.68152866242
Central Ohio,US,Ohio,Mechanical Engineering,Summer,0.8424242424242424,41418.96363636364
Central Ohio,US,Ohio,Software Engineering,Fall,0.8793103448275862,41555.316091954024
Central Ohio,US,Ohio,Software Engineering,Spring,0.8895705521472392,41789.91411042945
Central Ohio,US,Ohio,Software Engineering,Summer,0.888235294117647,41520.22352941176
Central Pennsylvania,US,Pennsylvania,Artificial Intelligence,Fall,0.6878980891719745,24460.866242038217
Central Pennsylvania,US,Pennsylvania,Artificial Intelligence,Spring,0.6778523489932886,24529.46979865772
Central Pennsylvania,US,Pennsylvania,Artificial Intelligence,Summer,0.6687898089171974,24215.63694267516
Central Pennsylvania,US,Pennsylvania,Civil Engineering,Fall,0.6347305389221557,24187.191616766468
Central Pennsylvania,US,Pennsylvania,Civil Engineering,Spring,0.7371428571428571,24435.56
Central Pennsylvania,US,Pennsylvania,Civil Engineering,Summer,0.6453488372093024,24385.337209302324
Central Pennsylvania,US,Pennsylvania,Computer Science,Fall,0.6424242424242425,24477.0
Central Pennsylvania,US,Pennsylvania,Computer Science,Spring,0.6491228070175439,24365.152046783627
Central Pennsylvania,US,Pennsylvania,Computer Science,Summer,0.7066666666666667,24235.48
Central Pennsylvania,US,Pennsylvania,Data Science,Fall,0.7142857142857143,24257.7987012987
Central Pennsylvania,US,Pennsylvania,Data Science,Spring,0.7010869565217391,24338.706521739132
Central Pennsylvania,US,Pennsylvania,Data Science,Summer,0.6759776536312849,24363.078212290504
Central Pennsylvania,US,Pennsylvania,Electrical Engineering,Fall,0.7810650887573964,24094.236686390534
Central Pennsylvania,US,Pennsylvania,Electrical Engineering,Spring,0.7239263803680982,24323.147239263802
Central Pennsylvania,US,Pennsylvania,Electrical Engineering,Summer,0.6319444444444444,24415.708333333332
Central Pennsylvania,US,Pennsylvania,Electronics and Communication,Fall,0.6648648648648648,24356.62162162162
Central Pennsylvania,US,Pennsylvania,Electronics and Communication,Spring,0.7388535031847133,24493.32484076433
Central Pennsylvania,US,Pennsylvania,Electronics and Communication,Summer,0.6951219512195121,24269.40243902439
Central Pennsylvania,US,Pennsylvania,Information Technology,Fall,0.6736111111111112,24068.020833333332
Central Pennsylvania,US,Pennsylvania,Information Technology,Spring,0.7037037037037037,24335.656084656086
Central Pennsylvania,US,Pennsylvania,Information Technology,Summer,0.6440677966101694,24114.666666666668
Central Pennsylvania,US,Pennsylvania,Mechanical Engineering,Fall,0.6686390532544378,24195.609467455623
Central Pennsylvania,US,Pennsylvania,Mechanical Engineering,Spring,0.6790123456790124,24363.83950617284
Central Pennsylvania,US,Pennsylvania,Mechanical Engineering,Summer,0.6645569620253164,24111.90506329114
Central Pennsylvania,US,Pennsylvania,Software Engineering,Fall,0.6776315789473685,24159.309210526317
Central Pennsylvania,US,Pennsylvania,Software Engineering,Spring,0.6742857142857143,24404.937142857143
Central Pennsylvania,US,Pennsylvania,Software Engineering,Summer,0.6490066225165563,24325.53642384106
Central Saint Martins College of Art & Design,UK,Northern Ireland,Artificial Intelligence,Fall,0.3924731182795699,36716.26344086022
Central Saint Martins College of Art & Design,UK,Northern Ireland,Artificial Intelligence,Spring,0.42718446601941745,36878.830097087375
Central Saint Martins College of Art & Design,UK,Northern Ireland,Artificial Intelligence,Summer,0.357487922705314,36739.57487922705
Central Saint Martins College of Art & Design,UK,Northern Ireland,Civil Engineering,Fall,0.3689839572192513,36726.63101604278
Central Saint Martins College of Art & Design,UK,Northern Ireland,Civil Engineering,Spring,0.37142857142857144,36814.909523809525
Central Saint Martins College of Art & Design,UK,Northern Ireland,Civil Engineering,Summer,0.3888888888888889,36684.59090909091
Central Saint Martins College of Art & Design,UK,Northern Ireland,Computer Science,Fall,0.3626943005181347,36656.49222797927
Central Saint Martins College of Art & Design,UK,Northern Ireland,Computer Science,Spring,0.3756906077348066,36663.845303867405
Central Saint Martins College of Art & Design,UK,Northern Ireland,Computer Science,Summer,0.44505494505494503,36814.368131868134
Central Saint Martins College of Art & Design,UK,Northern Ireland,Data Science,Fall,0.4114583333333333,36805.916666666664
Central Saint Martins College of Art & Design,UK,Northern Ireland,Data Science,Spring,0.35233160621761656,36577.82901554404
Central Saint Martins College of Art & Design,UK,Northern Ireland,Data Science,Summer,0.4120603015075377,36793.6432160804
Central Saint Martins College of Art & Design,UK,Northern Ireland,Electrical Engineering,Fall,0.465,36926.01
Central Saint Martins College of Art & Design,UK,Northern Ireland,Electrical Engineering,Spring,0.45595854922279794,36880.30569948186
Central Saint Martins College of Art & Design,UK,Northern Ireland,Electrical Engineering,Summer,0.40594059405940597,36587.33168316832
Central Saint Martins College of Art & Design,UK,Northern Ireland,Electronics and Communication,Fall,0.39593908629441626,36615.47208121827
Central Saint Martins College of Art & Design,UK,Northern Ireland,Electronics and Communication,Spring,0.3901098901098901,36907.86263736264
Central Saint Martins College of Art & Design,UK,Northern Ireland,Electronics and Communication,Summer,0.38461538461538464,36905.364102564105
Central Saint Martins College of Art & Design,UK,Northern Ireland,Information Technology,Fall,0.3886255924170616,36801.781990521325
Central Saint Martins College of Art & Design,UK,Northern Ireland,Information Technology,Spring,0.4631578947368421,36868.72631578947
Central Saint Martins College of Art & Design,UK,Northern Ireland,Information Technology,Summer,0.40425531914893614,36890.29787234042
Central Saint Martins College of Art & Design,UK,Northern Ireland,Mechanical Engineering,Fall,0.36787564766839376,36509.23316062176
Central Saint Martins College of Art & Design,UK,Northern Ireland,Mechanical Engineering,Spring,0.3854166666666667,36914.734375
Central Saint Martins College of Art & Design,UK,Northern Ireland,Mechanical Engineering,Summer,0.3798076923076923,36741.418269230766
Central Saint Martins College of Art & Design,UK,Northern Ireland,Software Engineering,Fall,0.3719512195121951,37103.69512195122
Central Saint Martins College of Art & Design,UK,Northern Ireland,Software Engineering,Spring,0.35751295336787564,36645.88082901554
Central Saint Martins College of Art & Design,UK,Northern Ireland,Software Engineering,Summer,0.405,36608.58
Central Texas,US,Texas,Artificial Intelligence,Fall,0.6802721088435374,37595.04761904762
Central Texas,US,Texas,Artificial Intelligence,Spring,0.7244897959183674,37871.7806122449
Central Texas,US,Texas,Artificial Intelligence,Summer,0.7432432432432432,38022.85135135135
Central Texas,US,Texas,Civil Engineering,Fall,0.7124183006535948,37838.209150326795
Central Texas,US,Texas,Civil Engineering,Spring,0.7133757961783439,37673.85350318471
Central Texas,US,Texas,Civil Engineering,Summer,0.6855345911949685,37931.35849056604
Central Texas,US,Texas,Computer Science,Fall,0.7639751552795031,37758.42857142857
Central Texas,US,Texas,Computer Science,Spring,0.7298850574712644,37550.2816091954
Central Texas,US,Texas,Computer Science,Summer,0.6993464052287581,37661.84967320262
Central Texas,US,Texas,Data Science,Fall,0.6708074534161491,38031.90683229814
Central Texas,US,Texas,Data Science,Spring,0.6363636363636364,37795.96103896104
Central Texas,US,Texas,Data Science,Summer,0.738562091503268,37768.444444444445
Central Texas,US,Texas,Electrical Engineering,Fall,0.6987179487179487,37754.08974358974
Central Texas,US,Texas,Electrical Engineering,Spring,0.6593406593406593,37693.91758241758
Central Texas,US,Texas,Electrical Engineering,Summer,0.6666666666666666,37557.098958333336
Central Texas,US,Texas,Electronics and Communication,Fall,0.6551724137931034,37636.5459770115
Central Texas,US,Texas,Electronics and Communication,Spring,0.6467065868263473,37800.13173652695
Central Texas,US,Texas,Electronics and Communication,Summer,0.7440476190476191,37544.33928571428
Central Texas,US,Texas,Information Technology,Fall,0.7196969696969697,37828.11363636364
Central Texas,US,Texas,Information Technology,Spring,0.6566265060240963,38111.66265060241
Central Texas,US,Texas,Information Technology,Summer,0.6896551724137931,37574.49425287356
Central Texas,US,Texas,Mechanical Engineering,Fall,0.625,37595.70394736842
Central Texas,US,Texas,Mechanical Engineering,Spring,0.6644736842105263,37952.46052631579
Central Texas,US,Texas,Mechanical Engineering,Summer,0.6708860759493671,37517.145569620254
Central Texas,US,Texas,Software Engineering,Fall,0.740506329113924,37629.27215189873
Central Texas,US,Texas,Software Engineering,Spring,0.6842105263157895,37561.65497076023
Central Texas,US,Texas,Software Engineering,Summer,0.7045454545454546,37819.5625
Charlotte University of North Carolina,US,North Carolina,Artificial Intelligence,Fall,0.8378378378378378,29789.54054054054
Charlotte University of North Carolina,US,North Carolina,Artificial Intelligence,Spring,0.9138755980861244,29832.36842105263
Charlotte University of North Carolina,US,North Carolina,Artificial Intelligence,Summer,0.872093023255814,29669.5988372093
Charlotte University of North Carolina,US,North Carolina,Civil Engineering,Fall,0.8863636363636364,29668.704545454544
Charlotte University of North Carolina,US,North Carolina,Civil Engineering,Spring,0.875,29957.590909090908
Charlotte University of North Carolina,US,North Carolina,Civil Engineering,Summer,0.8950276243093923,30015.116022099446
Charlotte University of North Carolina,US,North Carolina,Computer Science,Fall,0.9147727272727273,29784.55681818182
Charlotte University of North Carolina,US,North Carolina,Computer Science,Spring,0.9298245614035088,29811.198830409357
Charlotte University of North Carolina,US,North Carolina,Computer Science,Summer,0.900709219858156,30107.96453900709
Charlotte University of North Carolina,US,North Carolina,Data Science,Fall,0.8888888888888888,29671.021164021164
Charlotte University of North Carolina,US,North Carolina,Data Science,Spring,0.8698224852071006,29799.668639053256
Charlotte University of North Carolina,US,North Carolina,Data Science,Summer,0.8728323699421965,29711.046242774566
Charlotte University of North Carolina,US,North Carolina,Electrical Engineering,Fall,0.8670886075949367,29586.73417721519
Charlotte University of North Carolina,US,North Carolina,Electrical Engineering,Spring,0.8352272727272727,29827.5625
Charlotte University of North Carolina,US,North Carolina,Electrical Engineering,Summer,0.8994082840236687,29986.80473372781
Charlotte University of North Carolina,US,North Carolina,Electronics and Communication,Fall,0.8795180722891566,29800.63855421687
Charlotte University of North Carolina,US,North Carolina,Electronics and Communication,Spring,0.8846153846153846,29660.76282051282
Charlotte University of North Carolina,US,North Carolina,Electronics and Communication,Summer,0.8481012658227848,30292.91139240506
Charlotte University of North Carolina,US,North Carolina,Information Technology,Fall,0.825,29726.95
Charlotte University of North Carolina,US,North Carolina,Information Technology,Spring,0.9133333333333333,29651.573333333334
Charlotte University of North Carolina,US,North Carolina,Information Technology,Summer,0.8855421686746988,30023.301204819276
Charlotte University of North Carolina,US,North Carolina,Mechanical Engineering,Fall,0.868421052631579,29722.105263157893
Charlotte University of North Carolina,US,North Carolina,Mechanical Engineering,Spring,0.8607594936708861,29810.40506329114
Charlotte University of North Carolina,US,North Carolina,Mechanical Engineering,Summer,0.8758169934640523,29643.02614379085
Charlotte University of North Carolina,US,North Carolina,Software Engineering,Fall,0.8783783783783784,29746.337837837837
Charlotte University of North Carolina,US,North Carolina,Software Engineering,Spring,0.8554913294797688,29838.618497109826
Charlotte University of North Carolina,US,North Carolina,Software Engineering,Summer,0.8516129032258064,29881.290322580644
Chelsea College of Art and Design,UK,Northern Ireland,Artificial Intelligence,Fall,0.6737967914438503,23703.86631016043
Chelsea College of Art and Design,UK,Northern Ireland,Artificial Intelligence,Spring,0.6698564593301436,23679.516746411482
Chelsea College of Art and Design,UK,Northern Ireland,Artificial Intelligence,Summer,0.7035175879396985,23469.59296482412
Chelsea College of Art and Design,UK,Northern Ireland,Civil Engineering,Fall,0.6761363636363636,23463.301136363636
Chelsea College of Art and Design,UK,Northern Ireland,Civil Engineering,Spring,0.7202072538860104,23572.445595854922
Chelsea College of Art and Design,UK,Northern Ireland,Civil Engineering,Summer,0.7431693989071039,23525.96174863388
Chelsea College of Art and Design,UK,Northern Ireland,Computer Science,Fall,0.7342995169082126,23533.536231884056
Chelsea College of Art and Design,UK,Northern Ireland,Computer Science,Spring,0.64,23590.285714285714
Chelsea College of Art and Design,UK,Northern Ireland,Computer Science,Summer,0.6972972972972973,23819.416216216217
Chelsea College of Art and Design,UK,Northern Ireland,Data Science,Fall,0.7120418848167539,23540.51832460733
Chelsea College of Art and Design,UK,Northern Ireland,Data Science,Spring,0.6683417085427136,23485.150753768845
Chelsea College of Art and Design,UK,Northern Ireland,Data Science,Summer,0.7715736040609137,23444.66497461929
Chelsea College of Art and Design,UK,Northern Ireland,Electrical Engineering,Fall,0.7213114754098361,23663.464480874318
Chelsea College of Art and Design,UK,Northern Ireland,Electrical Engineering,Spring,0.7439024390243902,23508.15243902439
Chelsea College of Art and Design,UK,Northern Ireland,Electrical Engineering,Summer,0.7142857142857143,23338.0
Chelsea College of Art and Design,UK,Northern Ireland,Electronics and Communication,Fall,0.6918918918918919,23766.94054054054
Chelsea College of Art and Design,UK,Northern Ireland,Electronics and Communication,Spring,0.7,23522.519047619047
Chelsea College of Art and Design,UK,Northern Ireland,Electronics and Communication,Summer,0.7183098591549296,23459.81220657277
Chelsea College of Art and Design,UK,Northern Ireland,Information Technology,Fall,0.7114427860696517,23584.084577114427
Chelsea College of Art and Design,UK,Northern Ireland,Information Technology,Spring,0.696969696969697,23377.136363636364
Chelsea College of Art and Design,UK,Northern Ireland,Information Technology,Summer,0.6479591836734694,23482.352040816328
Chelsea College of Art and Design,UK,Northern Ireland,Mechanical Engineering,Fall,0.7218934911242604,23821.420118343194
Chelsea College of Art and Design,UK,Northern Ireland,Mechanical Engineering,Spring,0.7102803738317757,23370.8785046729
Chelsea College of Art and Design,UK,Northern Ireland,Mechanical Engineering,Summer,0.7049180327868853,23569.032786885247
Chelsea College of Art and Design,UK,Northern Ireland,Software Engineering,Fall,0.6770833333333334,23725.234375
Chelsea College of Art and Design,UK,Northern Ireland,Software Engineering,Spring,0.7044025157232704,23586.17610062893
Chelsea College of Art and Design,UK,Northern Ireland,Software Engineering,Summer,0.6482412060301508,23421.718592964826
Chicago University of Illinois,US,Illinois,Artificial Intelligence,Fall,0.8132530120481928,23344.5843373494
Chicago University of Illinois,US,Illinois,Artificial Intelligence,Spring,0.8580645161290322,23563.425806451614
Chicago University of Illinois,US,Illinois,Artificial Intelligence,Summer,0.875,23628.704545454544
Chicago University of Illinois,US,Illinois,Civil Engineering,Fall,0.845679012345679,23744.043209876545
Chicago University of Illinois,US,Illinois,Civil Engineering,Spring,0.8648648648648649,23735.722972972973
Chicago University of Illinois,US,Illinois,Civil Engineering,Summer,0.8616352201257862,23659.0
Chicago University of Illinois,US,Illinois,Computer Science,Fall,0.9245283018867925,23396.811320754718
Chicago University of Illinois,US,Illinois,Computer Science,Spring,0.8628571428571429,23482.714285714286
Chicago University of Illinois,US,Illinois,Computer Science,Summer,0.8651685393258427,23490.213483146068
Chicago University of Illinois,US,Illinois,Data Science,Fall,0.8758169934640523,23471.803921568626
Chicago University of Illinois,US,Illinois,Data Science,Spring,0.8757062146892656,23794.706214689264
Chicago University of Illinois,US,Illinois,Data Science,Summer,0.8682634730538922,23546.652694610777
Chicago University of Illinois,US,Illinois,Electrical Engineering,Fall,0.8666666666666667,23696.939393939392
Chicago University of Illinois,US,Illinois,Electrical Engineering,Spring,0.864516129032258,23653.1935483871
Chicago University of Illinois,US,Illinois,Electrical Engineering,Summer,0.8862275449101796,23376.17365269461
Chicago University of Illinois,US,Illinois,Electronics and Communication,Fall,0.8518518518518519,23555.1164021164
Chicago University of Illinois,US,Illinois,Electronics and Communication,Spring,0.8773006134969326,23388.576687116565
Chicago University of Illinois,US,Illinois,Electronics and Communication,Summer,0.8554913294797688,23327.630057803468
Chicago University of Illinois,US,Illinois,Information Technology,Fall,0.8598726114649682,23803.789808917198
Chicago University of Illinois,US,Illinois,Information Technology,Spring,0.8853503184713376,23305.71337579618
Chicago University of Illinois,US,Illinois,Information Technology,Summer,0.8855421686746988,23470.481927710844
Chicago University of Illinois,US,Illinois,Mechanical Engineering,Fall,0.8545454545454545,23459.4
Chicago University of Illinois,US,Illinois,Mechanical Engineering,Spring,0.8518518518518519,23430.52380952381
Chicago University of Illinois,US,Illinois,Mechanical Engineering,Summer,0.8405797101449275,23367.347826086956
Chicago University of Illinois,US,Illinois,Software Engineering,Fall,0.9161290322580645,23493.793548387097
Chicago University of Illinois,US,Illinois,Software Engineering,Spring,0.8839779005524862,23567.53591160221
Chicago University of Illinois,US,Illinois,Software Engineering,Summer,0.875,23721.482954545456
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Artificial Intelligence,Fall,0.6818181818181818,2617.4772727272725
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Artificial Intelligence,Spring,0.5961538461538461,3368.6153846153848
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Artificial Intelligence,Summer,0.5098039215686274,3001.392156862745
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Civil Engineering,Fall,0.7413793103448276,3266.948275862069
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Civil Engineering,Spring,0.7636363636363637,2902.690909090909
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Civil Engineering,Summer,0.6530612244897959,2553.1020408163267
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Computer Science,Fall,0.6779661016949152,2662.813559322034
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Computer Science,Spring,0.6470588235294118,3015.0196078431372
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Computer Science,Summer,0.8333333333333334,2754.8958333333335
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Data Science,Fall,0.6271186440677966,3249.9491525423728
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Data Science,Spring,0.6666666666666666,3547.8823529411766
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Data Science,Summer,0.7647058823529411,3159.3333333333335
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Electrical Engineering,Fall,0.660377358490566,2820.5283018867926
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Electrical Engineering,Spring,0.676056338028169,3044.9154929577467
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Electrical Engineering,Summer,0.8301886792452831,3540.509433962264
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Electronics and Communication,Fall,0.5535714285714286,3158.125
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Electronics and Communication,Spring,0.7037037037037037,2661.1666666666665
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Electronics and Communication,Summer,0.7636363636363637,3026.6181818181817
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Information Technology,Fall,0.676923076923077,3037.4153846153845
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Information Technology,Spring,0.6610169491525424,3635.0508474576272
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Information Technology,Summer,0.6349206349206349,2842.6666666666665
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Mechanical Engineering,Fall,0.7419354838709677,2849.532258064516
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Mechanical Engineering,Spring,0.7361111111111112,3070.2083333333335
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Mechanical Engineering,Summer,0.7058823529411765,2787.705882352941
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Software Engineering,Fall,0.6,2880.1666666666665
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Software Engineering,Spring,0.6440677966101694,2427.1186440677966
Christian-Albrechts-Universität Kiel,Germany,Lower Saxony,Software Engineering,Summer,0.6595744680851063,3100.0425531914893
Cincinnati University of Ohio,US,Ohio,Artificial Intelligence,Fall,0.4472049689440994,48300.049689440995
Cincinnati University of Ohio,US,Ohio,Artificial Intelligence,Spring,0.455026455026455,48165.10582010582
Cincinnati University of Ohio,US,Ohio,Artificial Intelligence,Summer,0.4785276073619632,48147.79141104295
Cincinnati University of Ohio,US,Ohio,Civil Engineering,Fall,0.4025974025974026,48285.38961038961
Cincinnati University of Ohio,US,Ohio,Civil Engineering,Spring,0.42780748663101603,48146.28877005348
Cincinnati University of Ohio,US,Ohio,Civil Engineering,Summer,0.4093567251461988,48233.61403508772
Cincinnati University of Ohio,US,Ohio,Computer Science,Fall,0.45714285714285713,48439.154285714285
Cincinnati University of Ohio,US,Ohio,Computer Science,Spring,0.45588235294117646,48274.46323529412
Cincinnati University of Ohio,US,Ohio,Computer Science,Summer,0.4088050314465409,48418.46540880503
Cincinnati University of Ohio,US,Ohio,Data Science,Fall,0.4695121951219512,48415.09756097561
Cincinnati University of Ohio,US,Ohio,Data Science,Spring,0.46060606060606063,48184.01818181818
Cincinnati University of Ohio,US,Ohio,Data Science,Summer,0.41818181818181815,48249.587878787876
Cincinnati University of Ohio,US,Ohio,Electrical Engineering,Fall,0.425,48299.5375
Cincinnati University of Ohio,US,Ohio,Electrical Engineering,Spring,0.3956043956043956,48352.45054945055
Cincinnati University of Ohio,US,Ohio,Electrical Engineering,Summer,0.3941176470588235,48237.376470588235
Cincinnati University of Ohio,US,Ohio,Electronics and Communication,Fall,0.4375,48119.16477272727
Cincinnati University of Ohio,US,Ohio,Electronics and Communication,Spring,0.40828402366863903,48043.62721893491
Cincinnati University of Ohio,US,Ohio,Electronics and Communication,Summer,0.3630952380952381,48313.119047619046
Cincinnati University of Ohio,US,Ohio,Information Technology,Fall,0.42528735632183906,48042.9540229885
Cincinnati University of Ohio,US,Ohio,Information Technology,Spring,0.3525641025641026,48401.85897435898
Cincinnati University of Ohio,US,Ohio,Information Technology,Summer,0.4027777777777778,48177.979166666664
Cincinnati University of Ohio,US,Ohio,Mechanical Engineering,Fall,0.45,48164.8875
Cincinnati University of Ohio,US,Ohio,Mechanical Engineering,Spring,0.4788732394366197,48086.33802816901
Cincinnati University of Ohio,US,Ohio,Mechanical Engineering,Summer,0.4319526627218935,48204.54437869822
Cincinnati University of Ohio,US,Ohio,Software Engineering,Fall,0.475,48255.34375
Cincinnati University of Ohio,US,Ohio,Software Engineering,Spring,0.4195804195804196,48243.58741258741
Cincinnati University of Ohio,US,Ohio,Software Engineering,Summer,0.39634146341463417,48023.28048780488
"City St George's, University of London",UK,Scotland,Artificial Intelligence,Fall,0.8855421686746988,23806.9578313253
"City St George's, University of London",UK,Scotland,Artificial Intelligence,Spring,0.9259259259259259,24203.444444444445
"City St George's, University of London",UK,Scotland,Artificial Intelligence,Summer,0.9371428571428572,23989.61142857143
"City St George's, University of London",UK,Scotland,Civil Engineering,Fall,0.8918918918918919,23730.605405405404
"City St George's, University of London",UK,Scotland,Civil Engineering,Spring,0.8986784140969163,23960.541850220263
"City St George's, University of London",UK,Scotland,Civil Engineering,Summer,0.9239130434782609,23827.722826086956
"City St George's, University of London",UK,Scotland,Computer Science,Fall,0.8779342723004695,24103.399061032866
"City St George's, University of London",UK,Scotland,Computer Science,Spring,0.8717948717948718,23920.994871794872
"City St George's, University of London",UK,Scotland,Computer Science,Summer,0.8695652173913043,24194.92391304348
"City St George's, University of London",UK,Scotland,Data Science,Fall,0.8894472361809045,24041.040201005024
"City St George's, University of London",UK,Scotland,Data Science,Spring,0.8645833333333334,23745.984375
"City St George's, University of London",UK,Scotland,Data Science,Summer,0.907103825136612,23988.72131147541
"City St George's, University of London",UK,Scotland,Electrical Engineering,Fall,0.8870056497175142,23842.028248587572
"City St George's, University of London",UK,Scotland,Electrical Engineering,Spring,0.9067357512953368,24379.26424870466
"City St George's, University of London",UK,Scotland,Electrical Engineering,Summer,0.8860103626943006,24207.077720207253
"City St George's, University of London",UK,Scotland,Electronics and Communication,Fall,0.907103825136612,23961.50273224044
"City St George's, University of London",UK,Scotland,Electronics and Communication,Spring,0.8905472636815921,24058.582089552237
"City St George's, University of London",UK,Scotland,Electronics and Communication,Summer,0.9,23789.182352941178
"City St George's, University of London",UK,Scotland,Information Technology,Fall,0.8877551020408163,23750.535714285714
"City St George's, University of London",UK,Scotland,Information Technology,Spring,0.8971428571428571,23852.48
"City St George's, University of London",UK,Scotland,Information Technology,Summer,0.9095238095238095,23851.542857142857
"City St George's, University of London",UK,Scotland,Mechanical Engineering,Fall,0.8762376237623762,23886.321782178216
"City St George's, University of London",UK,Scotland,Mechanical Engineering,Spring,0.898936170212766,23866.808510638297
"City St George's, University of London",UK,Scotland,Mechanical Engineering,Summer,0.9180327868852459,23911.978142076503
"City St George's, University of London",UK,Scotland,Software Engineering,Fall,0.9226804123711341,23850.53092783505
"City St George's, University of London",UK,Scotland,Software Engineering,Spring,0.9064039408866995,23944.049261083743
"City St George's, University of London",UK,Scotland,Software Engineering,Summer,0.9392265193370166,23896.11049723757
"City St George's, University of London (II)",UK,Wales,Artificial Intelligence,Fall,0.9105263157894737,25554.947368421053
"City St George's, University of London (II)",UK,Wales,Artificial Intelligence,Spring,0.898936170212766,25358.718085106382
"City St George's, University of London (II)",UK,Wales,Artificial Intelligence,Summer,0.8983957219251337,25345.401069518717
"City St George's, University of London (II)",UK,Wales,Civil Engineering,Fall,0.8495145631067961,25250.072815533982
"City St George's, University of London (II)",UK,Wales,Civil Engineering,Spring,0.9010416666666666,25031.333333333332
"City St George's, University of London (II)",UK,Wales,Civil Engineering,Summer,0.9293478260869565,25592.918478260868
"City St George's, University of London (II)",UK,Wales,Computer Science,Fall,0.8702702702702703,25628.98918918919
"City St George's, University of London (II)",UK,Wales,Computer Science,Spring,0.896551724137931,25137.66091954023
"City St George's, University of London (II)",UK,Wales,Computer Science,Summer,0.8755760368663594,25328.336405529953
"City St George's, University of London (II)",UK,Wales,Data Science,Fall,0.8555555555555555,25642.23888888889
"City St George's, University of London (II)",UK,Wales,Data Science,Spring,0.893719806763285,25542.917874396135
"City St George's, University of London (II)",UK,Wales,Data Science,Summer,0.912621359223301,25458.44660194175
"City St George's, University of London (II)",UK,Wales,Electrical Engineering,Fall,0.9130434782608695,25497.978260869564
"City St George's, University of London (II)",UK,Wales,Electrical Engineering,Spring,0.9375,25494.661458333332
"City St George's, University of London (II)",UK,Wales,Electrical Engineering,Summer,0.895,25232.39
"City St George's, University of London (II)",UK,Wales,Electronics and Communication,Fall,0.9239130434782609,25373.135869565216
"City St George's, University of London (II)",UK,Wales,Electronics and Communication,Spring,0.8826086956521739,25431.81304347826
"City St George's, University of London (II)",UK,Wales,Electronics and Communication,Summer,0.9273743016759777,25373.340782122905
"City St George's, University of London (II)",UK,Wales,Information Technology,Fall,0.8686868686868687,25429.333333333332
"City St George's, University of London (II)",UK,Wales,Information Technology,Spring,0.8994708994708994,25218.21164021164
"City St George's, University of London (II)",UK,Wales,Information Technology,Summer,0.9027027027027027,25169.616216216215
"City St George's, University of London (II)",UK,Wales,Mechanical Engineering,Fall,0.8633879781420765,25480.387978142076
"City St George's, University of London (II)",UK,Wales,Mechanical Engineering,Spring,0.8866995073891626,25430.935960591134
"City St George's, University of London (II)",UK,Wales,Mechanical Engineering,Summer,0.8617021276595744,25575.728723404256
"City St George's, University of London (II)",UK,Wales,Software Engineering,Fall,0.8333333333333334,25495.46568627451
"City St George's, University of London (II)",UK,Wales,Software Engineering,Spring,0.8952380952380953,25550.17142857143
"City St George's, University of London (II)",UK,Wales,Software Engineering,Summer,0.9123711340206185,24934.953608247422
